index,name,place_id,rating,rating_count,tags,address,price_level
0,Poké station and kitchen,ChIJX2gMMRF744kRT0joQSv1s-I,4.1,142,"('restaurant', 'point_of_interest', 'food', 'establishment')","313 Huntington Ave, Boston",Unknown
1,Café 26,ChIJW_a-KZ1w44kRHk5Kn5rtyfU,4.4,750,"('cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","26 Temple Pl, Boston",1
2,Saigon Hut,ChIJwUoKo1pw44kRSICBAhb-SZ8,4.3,270,"('restaurant', 'point_of_interest', 'food', 'establishment')","305 Meridian St, Boston",1
3,Panera Bread,ChIJD1pVc_R544kRl6kBuJSBcvE,3.9,709,"('cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","289 Huntington Ave, Boston",2
4,Pita Cambridge,ChIJ-yVYgUt344kRLGUJ2BSPvYg,4.3,283,"('restaurant', 'food', 'point_of_interest', 'establishment')","12 Springfield St, Cambridge",2
5,Bottega di Capri,ChIJN9X4jpd544kRQUxG6ZwdAiw,4.6,620,"('store', 'restaurant', 'food', 'point_of_interest', 'establishment')","41 Harvard St, Brookline",1
6,Caffé Lavazza at Eataly,ChIJPYedyQ9644kRh7EbCMTD4a8,4.3,68,"('cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment')","888 Boylston St, Boston",3
7,McDonald's,ChIJe645PYNw44kRrNMypLAQ6lc,3.8,1358,"('cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","329 Washington St, Boston",1
8,Desfina Restaurant,ChIJaVpEDbtw44kRfYUcSkFVch4,4.4,639,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","202 Third St, Cambridge",2
9,Poké station and kitchen,ChIJX2gMMRF744kRT0joQSv1s-I,4.1,142,"('restaurant', 'food', 'point_of_interest', 'establishment')","313 Huntington Ave, Boston",Unknown
10,Saigon Hut,ChIJwUoKo1pw44kRSICBAhb-SZ8,4.3,270,"('restaurant', 'food', 'point_of_interest', 'establishment')","305 Meridian St, Boston",1
11,BibimBox,ChIJxYVN2Ydx44kRCvPVi-JVl08,4.1,9,"('restaurant', 'food', 'point_of_interest', 'establishment')","78 Massachusetts Ave, Cambridge",Unknown
12,Montien Thai Restaurant,ChIJtVC2q3d644kRXSkDh4XNwG4,4.2,851,"('meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","63 Stuart St, Boston",2
13,Bonne Chance Cafe,ChIJgUvYs49w44kRXOOvMUm8ub4,4.7,104,"('restaurant', 'food', 'point_of_interest', 'establishment')","77 Canal St, Boston",Unknown
14,Montien Thai Restaurant,ChIJtVC2q3d644kRXSkDh4XNwG4,4.2,851,"('meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","63 Stuart St, Boston",2
15,Boca Grande Taqueria,ChIJ-YDaNZh544kRRsVNCpBOBqQ,4.1,185,"('restaurant', 'food', 'point_of_interest', 'establishment')","3 Harvard Square, Brookline",1
16,Amrheins Restaurant,ChIJk_GRV2N644kRRgzC8sAwS4c,4.3,947,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","80 W Broadway, Boston",2
17,Station Bistro & KTV,ChIJoZipS3h644kRlZUsVhWmEgM,3.7,336,"('bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment')","20 Hudson St, Boston",Unknown
18,Garden Cafeteria,ChIJqcSxKSB644kRRqnWHBNyVqE,3.7,93,"('restaurant', 'food', 'point_of_interest', 'establishment')","465 Huntington Ave, Boston",Unknown
19,El Jefe's Taqueria - Boston Common,ChIJP_FWr4l744kRvWI1JTsVqQg,4.7,693,"('restaurant', 'food', 'point_of_interest', 'establishment')","80 Boylston St, Boston",2
20,Santa Fe Burrito Grill - East Boston,ChIJST-TrLVx44kRM5tJmO5qqgI,4.5,66,"('restaurant', 'food', 'point_of_interest', 'establishment')","303 Sumner St, Boston",1
21,Yoki Express - Asian & Japanese Food - Poke Bowls,ChIJIZiNa39w44kRzf7S0oaqJ1c,4.2,355,"('restaurant', 'food', 'point_of_interest', 'establishment')","53 Boston Wharf Rd, Boston",2
22,Jumbo Seafood,ChIJrYKsR3h644kRhdRKR6aC7lk,3.9,724,"('meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment')","5 Hudson St, Boston",2
23,Basile - Fine Italian Kitchen,ChIJ-0uge3R644kR0Il5PtCfOFk,4.1,428,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","162 Columbus Ave, Boston",3
24,Yely's Restaurant,ChIJVZrF6oF544kRe6VVybQ9B80,4.3,529,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","284 Centre St, Jamaica Plain",1
25,Symphony Sushi,ChIJY8hIwBl644kRi5DbNEoURcw,4.2,512,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","45 Gainsborough St, Boston",2
26,Eastern Standard Kitchen and Drinks,ChIJ6etNTx1644kRqbTIgcjBSSg,4.5,1799,"('restaurant', 'food', 'point_of_interest', 'establishment')","775 Beacon St, Boston",3
27,Capo Restaurant & Supper Club,ChIJ7xtdKop644kRuwVQK1AYbyg,4.3,1244,"('restaurant', 'point_of_interest', 'food', 'establishment')","443 W Broadway, South Boston",2
28,The Broadway,ChIJsXW1u5F644kR1bfN1U-juO4,4.1,627,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","726 E Broadway, Boston",2
29,Cafe Sushi Shoten,ChIJDboHOFt344kRRpT1TjLUuTM,4.6,936,"('grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","1105 Massachusetts Ave, Cambridge",2
30,New York Shawarma Guys,ChIJvxepkFJx44kR4-Zh0PP4l9I,4.6,219,"('restaurant', 'point_of_interest', 'food', 'establishment')","83 Canal St, Boston",2
31,Maruichi Select,ChIJgRS7nwF544kRmsdzqTQSVL0,4.6,88,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","299 Harvard St, Brookline",2
32,Sushi Today,ChIJheqnFkl544kRmAR1PSRHfU4,4.0,138,"('restaurant', 'food', 'point_of_interest', 'establishment')","1562 Tremont St, Boston",Unknown
33,Irashai Sushi,ChIJQ4a6nHd644kRMTfxLw9ALmg,4.4,553,"('restaurant', 'point_of_interest', 'food', 'establishment')","8 Kneeland St, Boston",1
34,Double Chin Modern Asian Restaurant,ChIJ1-BYKXh644kRKMsSvOl1-yg,4.0,807,"('restaurant', 'point_of_interest', 'food', 'establishment')","86 Harrison Ave, Boston",1
35,Fat Baby,ChIJGX2JyIt644kRjBPFOiqG2VQ,4.2,453,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","118 Dorchester St, South Boston",2
36,Taqueria El Barrio,ChIJEZq0ayR744kRAJeyeXGWNdo,5.0,2,"('restaurant', 'food', 'point_of_interest', 'establishment')","Boylston St, Boston",Unknown
37,QDOBA Mexican Eats,ChIJm52D1JFw44kRJck9dHrK6N8,4.2,325,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","101 Causeway St, Boston",1
38,The Gallery,ChIJZ_Qe8XZ644kRt838O1coN4o,4.0,82,"('restaurant', 'food', 'point_of_interest', 'establishment')","100 Stuart St, Boston",Unknown
39,Tori Japan,ChIJjQaY5GJ744kRzixKk6FjOZk,4.1,39,"('restaurant', 'point_of_interest', 'food', 'establishment')","1110 Boylston St, Boston",2
40,Smashburger,ChIJkYwEbft744kRI3FeaeVNcKE,3.3,347,"('store', 'restaurant', 'point_of_interest', 'food', 'establishment')","545 Boylston St, Boston",2
41,Double Chin Modern Asian Restaurant,ChIJ1-BYKXh644kRKMsSvOl1-yg,4.0,807,"('restaurant', 'food', 'point_of_interest', 'establishment')","86 Harrison Ave, Boston",1
42,Irashai Sushi,ChIJQ4a6nHd644kRMTfxLw9ALmg,4.4,553,"('restaurant', 'food', 'point_of_interest', 'establishment')","8 Kneeland St, Boston",1
43,Alcove,ChIJEwM7Uvxx44kRe3sgFO6dGN4,4.1,469,"('restaurant', 'point_of_interest', 'food', 'establishment')","50 Lovejoy Wharf, Boston",2
44,Hurricane's at the Garden,ChIJrQVbMo5w44kRXudenF7dHeE,4.0,399,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","150 Canal St, Boston",2
45,Boston Halal,ChIJGx-FkjVx44kR8KLs05pySmc,3.9,13,"('restaurant', 'food', 'point_of_interest', 'establishment')","206 S Market St, Boston",Unknown
46,Piattini,ChIJiTRx8g5644kR0_u_Ftom45o,4.3,939,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","226 Newbury St, Boston",2
47,French Quarter,ChIJ772OyoFx44kR4shRgUGWaBQ,4.5,528,"('restaurant', 'bar', 'point_of_interest', 'food', 'establishment')","545 Washington St, Boston",2
48,Ideal Cafe & Pizza,ChIJGy55KnF544kRRisMCSCIc2g,4.4,117,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","484 Centre St, Jamaica Plain",1
49,Ruckus,ChIJVYhlO3h644kRaNeeUHBJg-8,4.3,405,"('restaurant', 'food', 'point_of_interest', 'establishment')","5 Tyler St, Boston",1
50,Singh's Roti Shop,ChIJ4duOBU5644kR2j9e-t_e5do,3.9,409,"('restaurant', 'point_of_interest', 'food', 'establishment')","554 Columbia Rd, Dorchester",2
51,Cafe Landwer Back Bay,ChIJp7iWY4N744kRH2xNTITpSKg,4.2,470,"('restaurant', 'cafe', 'bar', 'store', 'point_of_interest', 'food', 'establishment')","653 Boylston St, Boston",2
52,Joe’s on Newbury,ChIJRzSKpg5644kR4yi01eBUXIM,4.3,2857,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","181 Newbury St, Boston",2
53,Ba Lẹ Restaurant,ChIJK4RKRFN644kRL4MetUQ_zsA,4.6,1073,"('restaurant', 'food', 'point_of_interest', 'establishment')","1052 Dorchester Ave, Boston",1
54,Wicked Craft Co.,ChIJO1vI31dx44kRke9QeaDwHkU,4.3,324,"('restaurant', 'bar', 'night_club', 'point_of_interest', 'food', 'establishment')","54 Salem St, Boston",2
55,Massimino's,ChIJdZQcKIxw44kRYfAqgZLzx1c,4.3,779,"('restaurant', 'point_of_interest', 'food', 'establishment')","207 Endicott St, Boston",2
56,PikaloX,ChIJu3JLC9l544kRDo87k-7IgEA,4.3,239,"('restaurant', 'food', 'point_of_interest', 'establishment')","3160 Washington St, Boston",2
57,Trade,ChIJUZ2BqIFw44kRShjLhpPs2eo,4.3,731,"('bar', 'night_club', 'restaurant', 'point_of_interest', 'food', 'establishment')","540 Atlantic Ave, Boston",3
58,Casa Bonita,ChIJ6ZFRgql744kRWVFn5dbaIuQ,4.1,121,"('restaurant', 'food', 'point_of_interest', 'establishment')","1033 Massachusetts Ave, Boston",1
59,Village Pizza House,ChIJibaJFJh544kRYAmQVogZQYw,3.9,199,"('meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","312 Washington St, Brookline",2
60,Nico Ristorante,ChIJi1Zl1Ytw44kRH2EeOIwalEA,4.3,622,"('night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","417 Hanover St, Boston",2
61,Bricco,ChIJEbGG2ohw44kRhzf2NJIl-tc,4.3,1369,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","241 Hanover St, Boston",3
62,Viva La Birria,ChIJdYcEv4h744kRUoZPykDUEVc,5.0,3,"('restaurant', 'food', 'point_of_interest', 'establishment')","112B Stoughton St, Dorchester",2
63,Bin 26 Enoteca,ChIJsdtj955w44kRERTvkGHbJj4,4.0,273,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","26 Charles St, Boston",3
64,Kong Dog Quincy Market,ChIJJ9RkU49x44kRIvC6Nja6MQw,4.8,22,"('cafe', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","1 Faneuil Hall Market Pl, Boston",1
65,Tatte Bakery & Cafe | Northeastern,ChIJiTM2k-5744kRZah4cdGkjaU,4.3,402,"('restaurant', 'cafe', 'bakery', 'store', 'point_of_interest', 'food', 'establishment')","369 Huntington Ave, Boston",2
66,Amelia's Taqueria,ChIJVQvlsBl644kR7xdHm5ERoo8,4.3,657,"('restaurant', 'food', 'point_of_interest', 'establishment')","309 Huntington Ave, Boston",1
67,Burro Bar South End,ChIJk8D9cwx744kRo5Otj8c6cdg,4.3,575,"('restaurant', 'food', 'point_of_interest', 'establishment')","1357 Washington St, Boston",2
68,Bencotto,ChIJOXXrcolw44kRwgggYmjTTMs,4.4,836,"('restaurant', 'point_of_interest', 'food', 'establishment')","361 Hanover St, Boston",2
69,South End Pita,ChIJLSdL125644kRvpgnKAxd5SA,4.4,495,"('restaurant', 'food', 'point_of_interest', 'establishment')","473 Albany St, Boston",1
70,seaport social,ChIJqRBPrZh744kRyY3pE57iwB0,4.2,103,"('restaurant', 'point_of_interest', 'food', 'establishment')","225 Northern Ave, Boston",2
71,Terramia Ristorante,ChIJK1BB8zFx44kRkHcLfb-rPl8,4.4,520,"('restaurant', 'food', 'point_of_interest', 'establishment')","98 Salem St, Boston",2
72,Punch Bowl,ChIJsabq7EF544kRPVAFr8jUe5U,4.0,151,"('restaurant', 'food', 'point_of_interest', 'establishment')","700 Brookline Ave, Brookline",Unknown
73,nathálie,ChIJiTerekN544kRLV6hgdaIgzY,4.3,153,"('bar', 'food', 'point_of_interest', 'establishment')","186 Brookline Ave, Boston",Unknown
74,Tony C’s Seaport,ChIJj_OgqIJ644kRJqlIHQtuHkY,4.1,1291,"('restaurant', 'point_of_interest', 'food', 'establishment')","250 Northern Ave, Boston",2
75,Yard House,ChIJN3Gso3V744kR_0bXA6qRMgI,4.0,581,"('meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","110 Huntington Ave, Boston",2
76,Passage To India,ChIJa8WmmD1344kRheWbkF8okNI,3.9,369,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","3 Glassworks Ave, Cambridge",2
77,Lucky Boston Chinese,ChIJx0Uwvn1544kRGJpG4KkEnEs,4.0,266,"('restaurant', 'food', 'point_of_interest', 'establishment')","3096 Washington St, Roxbury",1
78,Shake Shack Seaport,ChIJ75nMqX9w44kR-demFCB7M6A,4.2,2585,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","77 Seaport Blvd, Boston",2
79,Primo Pizza Restaurant,ChIJMaYfl5tw44kRm0aMh_9Mz20,4.0,91,"('restaurant', 'meal_takeaway', 'point_of_interest', 'food', 'establishment')","28 Myrtle St, Boston",2
80,The Brookline Pizza Spa,ChIJVTM7wpd544kRJIZ59t8idk8,4.5,479,"('store', 'restaurant', 'point_of_interest', 'food', 'establishment')","75 Harvard St, Brookline",1
81,Basho Japanese Brasserie,ChIJGd-A_PV544kRrzXzAHiOHsA,4.1,553,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","1338 Boylston St, Boston",2
82,Subway,ChIJfaV2yPB544kRuq13Mob5Wl4,3.8,63,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","700 Commonwealth Ave, Boston",1
83,Fin's Sushi & Grill,ChIJjX5lLZpw44kR_YOjiBr7kTw,4.1,364,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","240 Cambridge St, Boston",2
84,Bon Me,ChIJt6NEXI9w44kRrH_axqtlJcw,3.9,57,"('meal_takeaway', 'cafe', 'restaurant', 'point_of_interest', 'food', 'establishment')","Boston Public Market, 100 Hanover St, Boston",1
85,The Tip Tap Room,ChIJuept8Jpw44kRwSoJZj1CYA4,4.4,1516,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","138 Cambridge St, Boston",2
86,Kayuga,ChIJmzb0jsJ544kR0ToArGft3w0,4.3,244,"('meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","1030 Commonwealth Ave, Boston",2
87,Ginger Exchange - Mission Hill Roxbury,ChIJM51pKo9544kRVnXUV_URUsA,4.1,247,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1625 Tremont St, Boston",2
88,Surya Indian Kitchen N Caterers,ChIJQ6jpx-J544kRf6M3iNplVt4,4.1,273,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","114 Magazine St, Cambridge",1
89,Saigon Fusion,ChIJhczC9ht744kRRiAwpu4Mf9U,4.3,207,"('restaurant', 'point_of_interest', 'food', 'establishment')","201 Massachusetts Ave, Boston",Unknown
90,Our Fathers,ChIJVVXR4_V544kR5P8vTz23e6Q,4.5,23,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1301 Boylston St, Boston",2
91,Lucca Back Bay,ChIJk5IjAg5644kRuz_unjfMY5M,4.5,359,"('restaurant', 'food', 'point_of_interest', 'establishment')","116 Huntington Ave, Boston",2
92,Martsa On Elm,ChIJr9rKnhh344kRK08Akv-bsfU,4.5,546,"('restaurant', 'food', 'point_of_interest', 'establishment')","243 Elm St, Somerville",2
93,Cafe Amaro,ChIJJYqMF4lw44kRMTU8Dr00TTE,4.2,198,"('cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","319 Hanover St, Boston",2
94,SOJUba,ChIJZfS34B1644kR-RVdJCImdvc,4.0,849,"('restaurant', 'food', 'point_of_interest', 'establishment')","1265 Boylston St, Boston",2
95,Saigon Fusion,ChIJhczC9ht744kRRiAwpu4Mf9U,4.3,207,"('restaurant', 'food', 'point_of_interest', 'establishment')","201 Massachusetts Ave, Boston",Unknown
96,Saltie Girl,ChIJX531iwt644kRaJ9LqHM3rRk,4.4,2571,"('restaurant', 'point_of_interest', 'food', 'establishment')","279 Dartmouth St, Boston",3
97,Umbria Steakhouse,ChIJsc9Vf5Fx44kRgeDUJ8wKhMY,3.8,100,"('restaurant', 'food', 'point_of_interest', 'establishment')","250 Hanover St, Boston",Unknown
98,Taco Bell Cantina,ChIJ-YVpS-R544kRU3jCtSaw69Q,3.1,72,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","276 Harvard St, Brookline",1
99,Chutneys Boston,ChIJgfqS8Rp644kRxMxDeEvJCfY,3.9,321,"('restaurant', 'food', 'point_of_interest', 'establishment')","334 Massachusetts Avenue Intersection of Mass and, Huntington Ave, Boston",1
100,Taqueria Casa Real,ChIJ6cfR21B644kRZhJ4YoBSg6I,4.0,152,"('restaurant', 'food', 'point_of_interest', 'establishment')","860 Dorchester Ave, Boston",1
101,Ashburton Cafe,ChIJGaqiMJtw44kRHfcqqAvn3ws,4.4,20,"('restaurant', 'food', 'point_of_interest', 'establishment')","1 Ashburton Pl, Boston",1
102,CAVA,ChIJOxJ7RKRx44kRMSVvrqnnwpo,4.4,651,"('restaurant', 'point_of_interest', 'food', 'establishment')","82 Ames St, Cambridge",1
103,Chipotle Mexican Grill,ChIJ3VhH_lN344kR0tMHgQfyZjQ,3.9,471,"('restaurant', 'food', 'point_of_interest', 'establishment')","598 Massachusetts Ave, Cambridge",1
104,Yard House,ChIJN3Gso3V744kR_0bXA6qRMgI,4.0,581,"('bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","110 Huntington Ave, Boston",2
105,Zen Restaurant,ChIJ2diCWZtw44kRHDw4XJJ8J6Y,4.4,360,"('restaurant', 'point_of_interest', 'food', 'establishment')","21A Beacon St, Boston",2
106,WOW TIKKA,ChIJyQ0kB-x544kRSR5UCeXOyts,4.4,174,"('restaurant', 'point_of_interest', 'food', 'establishment')","84 Peterborough St, Boston",1
107,Yummee,ChIJTQgybhN644kRCMfTMvq5Hoo,3.4,132,"('restaurant', 'food', 'point_of_interest', 'establishment')","665 Tremont St Ste A, Boston",1
108,China House,ChIJ7_TbFolw44kRiBUbujZIu9k,4.3,99,"('restaurant', 'food', 'point_of_interest', 'establishment')","331 Hanover St, Boston",1
109,The Bebop,ChIJj4g6Hxt644kRwWaMmpODFy0,4.5,930,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1116 Boylston St, Boston",2
110,L Street Diner & Pizzeria,ChIJdYw6KpJ644kR8AWhQdL5UWM,4.3,266,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","108 L St, South Boston",1
111,The Haven,ChIJQbuJlHd544kRWIkou65ZO28,4.6,898,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","JPNDC Brewery Complex, The Haven, 284 Amory St, Jamaica Plain",2
112,Pammy's,ChIJC35Yf1B344kRAg1CTTMsPU8,4.7,813,"('restaurant', 'point_of_interest', 'food', 'establishment')","928 Massachusetts Ave, Cambridge",3
113,Punjabi Dhaba,ChIJ8S9uh0t344kRiynDOgUzVPg,4.0,1467,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","225 Hampshire St, Cambridge",1
114,"The White Bull Tavern Lunch, Dinner, Late Night, Karaoke, Comedy & Dj's",ChIJcZwr74Vw44kRJcaBYDUpFOE,4.0,921,"('meal_takeaway', 'night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","Faneuil Hall, 1 Union St, Boston",2
115,WOW TIKKA,ChIJyQ0kB-x544kRSR5UCeXOyts,4.4,174,"('restaurant', 'food', 'point_of_interest', 'establishment')","84 Peterborough St, Boston",1
116,My Thai Vegan Cafe,ChIJB4K3kXd644kRvMVOPEgfei8,4.2,1638,"('cafe', 'restaurant', 'point_of_interest', 'food', 'establishment')","3 Beach St #2, Boston",1
117,Sweet Tomatoes Pizza,ChIJK-CtZRh644kRknWXVFc6M_s,3.5,14,"('restaurant', 'point_of_interest', 'food', 'establishment')","360 Huntington Ave, Boston",1
118,Temptations Cafe,ChIJY1FZyr9544kR2XaPKt4mPUk,4.1,326,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","1350 Beacon St, Brookline",1
119,Taiyaki NYC - Boston,ChIJkZkLFnBx44kRBZ6OG5k_NKg,4.4,1112,"('bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment')","119 Seaport Blvd Suite B, Boston",Unknown
120,2TWENTY2,ChIJa7oqzo9w44kRxr2xIUX7GfU,4.0,461,"('restaurant', 'bar', 'night_club', 'point_of_interest', 'food', 'establishment')","4 Liberty Sq, Boston",2
121,Bencotto,ChIJOXXrcolw44kRwgggYmjTTMs,4.4,836,"('restaurant', 'food', 'point_of_interest', 'establishment')","361 Hanover St, Boston",2
122,Legal Sea Foods - Copley Place,ChIJS3rn5w1644kRfBOBxuHMxqg,4.2,1523,"('restaurant', 'point_of_interest', 'food', 'establishment')","Second Floor @ Copley Place Mall, 100 Huntington Ave, Boston",3
123,Lilly's Gourmet Pasta Express,ChIJe-w4WYh544kRo72wY60NYsQ,4.6,426,"('restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment')","1528 Tremont St, Boston",2
124,Eva,ChIJY4e0mw9644kRzVEy_IX2MvQ,4.4,402,"('restaurant', 'point_of_interest', 'food', 'establishment')","279a Newbury St, Boston",2
125,Mike & Patty's Jamaica Plain,ChIJdYK2AM5544kRFGbGUmSV82s,4.5,69,"('restaurant', 'food', 'point_of_interest', 'establishment')","388 Centre St, Jamaica Plain",2
126,Joe's Waterfront,ChIJtz6OPIhw44kRcoQMq5iqy7s,4.1,1508,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","100 Atlantic Ave, Boston",2
127,The Greek Gyro,ChIJY31UmNZ544kRDFPnJFLAcFU,4.9,60,"('restaurant', 'food', 'point_of_interest', 'establishment')","88 Peterborough St, Boston",1
128,Korean Asian Kitchen Boston,ChIJPTzRG3p544kRmXv9oFkxNFE,3.0,2,"('restaurant', 'point_of_interest', 'food', 'establishment')","Suite250#, Huntington Ave, Boston",2
129,Eva,ChIJY4e0mw9644kRzVEy_IX2MvQ,4.4,402,"('restaurant', 'food', 'point_of_interest', 'establishment')","279a Newbury St, Boston",2
130,Porters Bar and Grill,ChIJtyrW149w44kR3rq5MFytJjA,4.4,618,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","173 Portland St, Boston",2
131,Suasday Sandwich Co.,ChIJ4Za8_rJx44kRalELRq4fxhQ,4.8,91,"('restaurant', 'food', 'point_of_interest', 'establishment')","227 Hanover St, Boston",1
132,Sportello,ChIJtyxtHoB644kRmmXB3JEvNYE,4.4,611,"('restaurant', 'food', 'point_of_interest', 'establishment')","348 Congress St, Boston",3
133,Singh's Dhaba,ChIJ7ebxqFV344kRIU7rMzpKv6o,4.7,226,"('restaurant', 'food', 'point_of_interest', 'establishment')","1001 Massachusetts Ave, Cambridge",2
134,Cafe Landwer Audubon Circle,ChIJR_2acPF544kRpR9oUzDtxWo,4.4,1170,"('restaurant', 'cafe', 'store', 'point_of_interest', 'food', 'establishment')","900 Beacon St, Boston",2
135,QDOBA Mexican Eats,ChIJm52D1JFw44kRJck9dHrK6N8,4.2,325,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","101 Causeway St, Boston",1
136,Casa Razdora,ChIJO6LukYZw44kR7edmPY4ODBE,4.7,263,"('restaurant', 'food', 'point_of_interest', 'establishment')","115 Water St, Boston",1
137,Boston Sail Loft,ChIJKz7ENohw44kR-Aq6LJoK9Sg,4.6,4059,"('bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","80 Atlantic Ave, Boston",2
138,Yard House,ChIJN3Gso3V744kR_0bXA6qRMgI,4.0,581,"('meal_takeaway', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","110 Huntington Ave, Boston",2
139,Gourmet India,ChIJ6z1l3IVw44kR6mb6AyXtqxQ,4.0,155,"('restaurant', 'food', 'point_of_interest', 'establishment')","N Market St, Boston",2
140,Kappo Sushi and Ramen,ChIJlbaUovV544kRKG3kpvn9MqQ,4.2,190,"('restaurant', 'point_of_interest', 'food', 'establishment')","86 Peterborough St, Boston",1
141,Chinese Dragon,ChIJqVgIo1pw44kR5jziu8skJzw,3.4,350,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","380 Chelsea St, Boston",1
142,FIYA Chicken,ChIJJxOH6xR544kRbh3iqqzoaNQ,4.2,230,"('meal_takeaway', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","1024 Commonwealth Ave, Boston",2
143,Hojoko,ChIJzwTa-h1644kRlCoz94vNY1Y,4.3,848,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","1271 Boylston St, Boston",3
144,City Tap House Boston,ChIJBRIqfn9w44kRFqGRWTfDnjg,4.2,1361,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","10 Boston Wharf Rd, Boston",2
145,New York Pizza,ChIJ5_BB5BZ644kRsXMvifvUw50,3.9,849,"('meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","435 Massachusetts Ave, Boston",2
146,Cafe Landwer Audubon Circle,ChIJR_2acPF544kRpR9oUzDtxWo,4.4,1170,"('restaurant', 'cafe', 'store', 'food', 'point_of_interest', 'establishment')","900 Beacon St, Boston",2
147,Jo's Indian Kitchen,ChIJu2s9ax5344kR6p3Tb1hj9io,3.9,283,"('restaurant', 'food', 'point_of_interest', 'establishment')","1900 Massachusetts Ave, Cambridge",2
148,Vaanga Boston,ChIJtb5h2jpx44kRokI3dJGNyOk,3.8,1027,"('restaurant', 'food', 'point_of_interest', 'establishment')","102 Water St, Boston",2
149,Prairie Fire,ChIJBUqwKb5544kRYYvQ83hS4L4,4.5,489,"('restaurant', 'food', 'point_of_interest', 'establishment')","242 Harvard St, Brookline",2
150,Pastoral ARTisan Pizza + Kitchen + Bar,ChIJoQcTHYB644kR043KmRBV0lk,4.4,1279,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","345 Congress St, Boston",2
