index,name,place_id,rating,rating_count,tags,address,price_level
354,Genji Sushi Bar,ChIJr5ImZppw44kRVA8HozKAOd8,3.2,5,"('restaurant', 'point_of_interest', 'food', 'establishment')","181 Cambridge St, Boston",2
355,Steve's Greek Cuisine,ChIJ6z1l3IVw44kRLu8NP0C4dQs,2.6,70,"('restaurant', 'point_of_interest', 'food', 'establishment')","1 Faneuil Hall Square, Boston",1
356,Rocco's Cucina & Bar,ChIJu6XLsYtw44kRhV1wXhHwgo8,4.3,309,"('restaurant', 'food', 'point_of_interest', 'establishment')","450 Commercial Street, Boston",2
357,Trade,ChIJUZ2BqIFw44kRShjLhpPs2eo,4.3,731,"('night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","540 Atlantic Ave, Boston",3
358,College Pizza,ChIJkbIcKh5644kRhN_0xpfZZKw,4.1,608,"('restaurant', 'food', 'point_of_interest', 'establishment')","50 Queensberry St, Boston",1
359,Genji Sushi Bar,ChIJr5ImZppw44kRVA8HozKAOd8,3.2,5,"('restaurant', 'food', 'point_of_interest', 'establishment')","181 Cambridge St, Boston",2
360,Anna's Taqueria,ChIJ0VP3TA5644kRks9LmM8f1Nw,3.9,455,"('restaurant', 'food', 'point_of_interest', 'establishment')","800 Boylston St, Boston",2
361,Amelia's Taqueria,ChIJd5PsQNt744kRitc5p8LaYmA,4.2,175,"('restaurant', 'food', 'point_of_interest', 'establishment')","1076 Boylston St, Boston",2
362,Sapporo Ramen,ChIJd1B4eb5544kR-5Ef-oue8ps,4.5,174,"('restaurant', 'food', 'point_of_interest', 'establishment')","238 Washington St, Brookline",2
363,Peking House,ChIJW_WHjzp644kRdY5Ls3aujVQ,4.2,296,"('meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","160 Dudley St, Roxbury",1
364,Anatolia Kebab House,ChIJdVc2FJh544kRpei29bUNnEc,4.1,674,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","305 Washington St, Brookline",2
365,Star Market,ChIJF4RpsfV544kRURQYTjv7onc,4.1,1757,"('grocery_or_supermarket', 'florist', 'bakery', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment')","33 Kilmarnock St, Boston",Unknown
366,GRECO,ChIJ_6G431Jx44kRnRT_5cZVIvk,4.5,469,"('restaurant', 'food', 'point_of_interest', 'establishment')","200 Pier 4 Blvd., Boston",1
367,LUCIE drink + dine,ChIJ_Yp0WBB744kR79Dkhb4EKmI,3.8,125,"('restaurant', 'bar', 'point_of_interest', 'food', 'establishment')","120 Huntington Ave, Boston",Unknown
368,Kashmir Restaurant,ChIJa3denw9644kRFTT5EfLQcbo,3.7,794,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","279 Newbury St, Boston",2
369,Ginger Exchange - Symphony Boston,ChIJ61aUVhd644kRI2ueojaRm6s,4.1,470,"('meal_takeaway', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","250 Huntington Ave, Boston",2
370,Ueno Sushi,ChIJb7nX2YVw44kRl9A8DFyf_0g,2.8,32,"('restaurant', 'point_of_interest', 'food', 'establishment')","1 Faneuil Hall Market Pl, Boston",1
371,1928 Beacon Hill,ChIJqU8rp9tx44kRzYtYAfD2-k4,4.4,206,"('night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","97 Mt Vernon St, Boston",Unknown
372,Bon Me,ChIJmy3BA4Bw44kRN8yFB9HmAOI,4.3,462,"('cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","313 Congress St, Boston",1
373,The Q,ChIJF9jb7Hd644kRXiZZ_FXCqX4,4.5,2515,"('night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","660 Washington St, Boston",2
374,Cafe Sushi Shoten,ChIJDboHOFt344kRRpT1TjLUuTM,4.6,936,"('grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","1105 Massachusetts Ave, Cambridge",2
375,Shah's Halal Food,ChIJwzOtysdx44kRT8zbOV0TRac,4.2,32,"('restaurant', 'food', 'point_of_interest', 'establishment')","106 Cambridge St, Boston",1
376,Banh Mi Huong Que,ChIJVywNXKZ744kRYOOCX7XnILI,4.8,104,"('restaurant', 'point_of_interest', 'food', 'establishment')","696 Washington St, Boston",1
377,Libertine North End,ChIJ4VwScehx44kREVopKPp1aH0,4.3,206,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","125 Salem St, Boston",Unknown
378,Herrera's Mexican Grill,ChIJb8BV9XZ644kRO6grADKMNx8,4.4,240,"('restaurant', 'food', 'point_of_interest', 'establishment')","11 Temple Pl, Boston",1
379,Rabia's Dolce Fumo,ChIJ9WWwLI9w44kRsRwCZgaSYuE,4.1,698,"('restaurant', 'food', 'point_of_interest', 'establishment')","73 Salem St, Boston",2
380,DIG,ChIJy9mVfIRw44kRui15pvCUdbU,4.5,467,"('restaurant', 'food', 'point_of_interest', 'establishment')","277 Washington St, Boston",1
381,Florentine Cafe,ChIJ23VgEYlw44kRRfxlF-5RS60,4.2,855,"('restaurant', 'food', 'point_of_interest', 'establishment')","333 Hanover St, Boston",2
382,Chipotle Mexican Grill,ChIJCUvpdMhx44kRQk0HnRbsmKM,4.0,647,"('restaurant', 'food', 'point_of_interest', 'establishment')","101 Summer Street, Boston",1
383,Asta,ChIJk5z57wR644kRkI8Zhi7wak0,4.5,196,"('restaurant', 'food', 'point_of_interest', 'establishment')","47 Massachusetts Ave, Boston",3
384,Legal Sea Foods - Downtown Crossing,ChIJ0-JnSZ1w44kRAexlklypdkY,4.2,1429,"('restaurant', 'food', 'point_of_interest', 'establishment')","558 Washington St, Boston",3
385,Basta Pasta,ChIJjWsXGll344kRbW2MgMbH2g0,4.3,428,"('store', 'restaurant', 'food', 'point_of_interest', 'establishment')","319 Western Ave, Cambridge",2
386,The Barking Crab,ChIJ2_smOn5w44kRM88fhxNtzCg,4.1,5507,"('restaurant', 'food', 'point_of_interest', 'establishment')","88 Sleeper St, Boston",2
387,Antonio's Cucina Italiano,ChIJs_bXKLdw44kRFG1W-3L0Hhw,4.3,612,"('restaurant', 'point_of_interest', 'food', 'establishment')","288 Cambridge St, Boston",2
388,Citizen Public House & Oyster Bar,ChIJT1p8_PV544kR8zdM0MqPYDo,4.3,794,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","1310 Boylston St, Boston",2
389,Central Wharf Co.,ChIJJVaXYH1w44kR8ToNTIv56Qs,4.4,1856,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","160 Milk St, Boston",2
390,Buk Kyung Korean Cuisine,ChIJy9rw6Mpw44kRChPeHFf1ezI,4.2,85,"('restaurant', 'point_of_interest', 'food', 'establishment')","9a Union Square, Somerville",2
391,anoush'ella,ChIJ-Y7s0RR644kR1Ki2eNEs1hw,4.5,716,"('restaurant', 'point_of_interest', 'food', 'establishment')","35 W Newton St, Boston",2
392,Al Dente Ristorante,ChIJb8KfLYlw44kRKT-fkOYS-Sk,4.4,1140,"('restaurant', 'food', 'point_of_interest', 'establishment')","109 Salem St # 1, Boston",2
393,Chipotle Mexican Grill,ChIJX3vDfQt644kRMDsTxwAJiW0,4.0,907,"('restaurant', 'point_of_interest', 'food', 'establishment')","553 Boylston St, Boston",1
394,Koy Restaurant Boston,ChIJE-u75oVw44kRJGZ7rWCziRE,4.1,777,"('restaurant', 'food', 'point_of_interest', 'establishment')","16 North St, Boston",2
395,Faccia a Faccia,ChIJb93BPht744kRzk5IQCyGBaU,4.3,245,"('restaurant', 'food', 'point_of_interest', 'establishment')","278 Newbury St, Boston",Unknown
396,Woody's Grill & Tap,ChIJaa-5vht644kRzT6aPy9UYOs,4.6,505,"('restaurant', 'food', 'point_of_interest', 'establishment')","58 Hemenway St, Boston",2
397,La Pescheria at Eataly Boston,ChIJ____Lg5644kR5qgM7lA6GMs,0.0,0,"('restaurant', 'point_of_interest', 'food', 'establishment')","800 Boylston St, Boston",2
398,Blu,ChIJ-dSuX51w44kRPFYPRGXwcqo,4.3,348,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","4 Avery St, Boston",3
399,Chipotle Mexican Grill,ChIJRz7MPe9544kRBQRJh08oVgU,3.8,482,"('restaurant', 'point_of_interest', 'food', 'establishment')","876 Commonwealth Ave, Brookline",1
400,Shake Shack Downtown Crossing,ChIJqfY6M1hx44kRhMpDOx20h58,4.1,999,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","322 Washington St, Boston",2
401,Kings Dining & Entertainment,ChIJdf0UqX9w44kRX6coI6Z8XpM,4.3,1199,"('restaurant', 'bowling_alley', 'food', 'point_of_interest', 'establishment')","60 Seaport Blvd, Boston",2
402,Bon Me,ChIJt6NEXI9w44kRrH_axqtlJcw,3.9,57,"('meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","Boston Public Market, 100 Hanover St, Boston",1
403,Hei La Moon Restaurant (Food Opera),ChIJ3eXQX3h644kReshTTfXl1Jo,4.0,2391,"('restaurant', 'point_of_interest', 'food', 'establishment')","83 Essex St, Boston",1
404,Anoush'ella,ChIJD4wM2fd544kRG8KGE9xXZr8,4.4,5,"('restaurant', 'food', 'point_of_interest', 'establishment')","401 Park Dr, Boston",2
405,Alfredos Italian Kitchen - Cambridge,ChIJE1-jKLdw44kR-aGTqxV6udU,4.4,370,"('meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","691 Cambridge St, Cambridge",1
406,Chipotle Mexican Grill,ChIJX3vDfQt644kRMDsTxwAJiW0,4.0,907,"('restaurant', 'food', 'point_of_interest', 'establishment')","553 Boylston St, Boston",1
407,Forty Dalton,ChIJR4JCCRB644kR9ZtuS5uXzMs,4.2,25,"('restaurant', 'food', 'point_of_interest', 'establishment')","40 Dalton St, Boston",Unknown
408,Teriyaki House,ChIJa4NAAER744kR_N-8rev0cf0,3.4,155,"('meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","32 W Broadway, Boston",2
409,FiRE+iCE,ChIJY2FLu3R644kRR-t1kpoVgPU,4.3,3540,"('restaurant', 'food', 'point_of_interest', 'establishment')","205 Berkeley St, Boston",2
410,ilona,ChIJI1g4Bs1744kRO1Lw1UewjgQ,4.5,466,"('restaurant', 'point_of_interest', 'food', 'establishment')","783 Tremont St, Boston",Unknown
411,CAVA,ChIJ8b2yNa5x44kRXPouJ33PLHE,4.5,96,"('restaurant', 'point_of_interest', 'food', 'establishment')","125 Summer Street, Boston",1
412,El Triunfo 147,ChIJrUyRLG5644kRga8eWEJ_yhY,3.9,185,"('restaurant', 'food', 'point_of_interest', 'establishment')","147 E Berkeley St, Boston",1
413,The Brown Jug,ChIJBflBh5Vx44kRomKyT2EJIr8,4.2,613,"('meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1014 Revere Beach Pkwy, Chelsea",1
414,Courthouse Seafood,ChIJ_WQx8Llw44kRSrnAbnJIPVw,4.6,545,"('restaurant', 'point_of_interest', 'food', 'establishment')","498 Cambridge St, Cambridge",1
415,Cactus Mexican Grill,ChIJ804XJF1w44kRR7oJQMlArZs,4.3,581,"('restaurant', 'food', 'point_of_interest', 'establishment')","44 Maverick Square, Boston",1
416,Mystique Asian Restaurant & Lounge,ChIJl9lqdY9x44kR9qwcLi6ohw8,4.5,694,"('restaurant', 'point_of_interest', 'food', 'establishment')","1 Broadway, Everett",Unknown
417,Dunkin',ChIJ1dP4IYJ544kRmf1YveWVTX0,4.0,351,"('cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","315 Centre St, Jamaica Plain",1
418,Tres Gatos,ChIJLeAnL3d544kR-5ySCmGnFT4,4.6,776,"('book_store', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","470 Centre St, Jamaica Plain",3
419,Prairie Fire,ChIJBUqwKb5544kRYYvQ83hS4L4,4.5,489,"('restaurant', 'point_of_interest', 'food', 'establishment')","242 Harvard St, Brookline",2
420,Sonsie,ChIJAybIQgV644kRiU0zHxGqzLY,4.1,1562,"('cafe', 'night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","327 Newbury St, Boston",2
421,Ambrosia,ChIJiwUCRvl744kR9zDCAeUEPKw,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","666 Tremont St, Boston",Unknown
422,Fiskie's Cafe,ChIJ66UOWvp644kRNKG5JMdSkkk,3.6,83,"('restaurant', 'food', 'point_of_interest', 'establishment')","27 Harbor Point Blvd, Dorchester",1
423,wagamama,ChIJlQwTsw9644kRlrQLrKO2U2E,4.2,1346,"('restaurant', 'food', 'point_of_interest', 'establishment')","800 Boylston St store 117, Boston",2
424,Metropolis,ChIJ7WldL21644kR7_o2eARWe_s,4.6,316,"('cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","584 Tremont St, Boston",2
425,Starbucks,ChIJI7xSP_R544kRky2466TRsaE,4.3,131,"('cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment')","142-148 Brookline Ave, Boston",2
426,Empress Delicacies,ChIJcdSoGXh644kRsg39-g5U0s8,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","34 Harrison Ave, Boston",Unknown
427,Liuyishou Hotpot Boston,ChIJNV_xBgd744kRIn4AzdC3J8E,4.6,1256,"('restaurant', 'point_of_interest', 'food', 'establishment')","702 Washington St, Boston",2
428,Phở Lemongrass,ChIJ5Qs_hpV544kRMRxMuatbShc,4.1,367,"('restaurant', 'food', 'point_of_interest', 'establishment')","239 Harvard St, Brookline",2
429,Euno,ChIJNTybM4lw44kR74mk8PXC3wY,4.7,375,"('restaurant', 'food', 'point_of_interest', 'establishment')","119 Salem St, Boston",2
430,465 Bar and Restaurant,ChIJAVj3I29744kRXrrisvP-jWc,3.0,4,"('restaurant', 'food', 'point_of_interest', 'establishment')","465 Huntington Ave, Boston",Unknown
431,Nirvana The Taste of India,ChIJOxgC7j9344kRV5wZJv9q1xE,4.1,559,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","1680 Massachusetts Ave, Cambridge",2
432,Symphony Sushi,ChIJY8hIwBl644kRi5DbNEoURcw,4.2,512,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","45 Gainsborough St, Boston",2
433,"Grana at The Langham, Boston",ChIJt8go3eFx44kRnKtiaUFZC1g,4.2,82,"('restaurant', 'food', 'point_of_interest', 'establishment')","250 Franklin St, Boston",Unknown
434,The Sausage Guy,ChIJ9_PffR1644kR5OC904KUAnQ,4.1,31,"('meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","49 Lansdowne St, Boston",1
435,South Street Diner,ChIJ0d-eHXl644kR-9gAty9Z068,4.1,3409,"('restaurant', 'point_of_interest', 'food', 'establishment')","178 Kneeland St, Boston",1
436,"Happy Lamb Hot Pot, Boston",ChIJZd027-B744kRE01pZp-Xd2Q,4.4,485,"('restaurant', 'food', 'point_of_interest', 'establishment')","693 Washington St, Boston",2
437,Mecha Noodle Bar,ChIJM_iv2ctx44kR_4vv4dcNeI8,4.3,246,"('restaurant', 'point_of_interest', 'food', 'establishment')","44 Thomson Pl, Boston",2
438,The Upper Crust Pizzeria,ChIJ6UEbKZ9w44kRlp7H9kZNQps,4.1,617,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","20 Charles St, Boston",2
439,Liuyishou Hotpot Boston,ChIJNV_xBgd744kRIn4AzdC3J8E,4.6,1256,"('restaurant', 'food', 'point_of_interest', 'establishment')","702 Washington St, Boston",2
440,Citizen Public House & Oyster Bar,ChIJT1p8_PV544kR8zdM0MqPYDo,4.3,794,"('restaurant', 'bar', 'food', 'point_of_interest', 'establishment')","1310 Boylston St, Boston",2
441,224 Boston Street Neighborhood Restaurant in Dorchester,ChIJpedtLlB644kRsJHO-x303zw,4.4,491,"('restaurant', 'food', 'point_of_interest', 'establishment')","224 Boston St, Dorchester",2
442,Eataly,ChIJ0VP3TA5644kRIDNe5oe_Evc,4.3,3684,"('meal_delivery', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment')","800 Boylston St, Boston",3
443,Spagnuolo's Restaurant,ChIJ477L0Ihw44kRUM9s5K5onEs,3.3,438,"('restaurant', 'food', 'point_of_interest', 'establishment')","240 Hanover St, Boston",Unknown
444,Myers+Chang,ChIJxxfR6gx644kRoH80MYCbsCk,4.5,1648,"('restaurant', 'food', 'point_of_interest', 'establishment')","1145 Washington St, Boston",2
445,Society on High,ChIJ_bkBcYFw44kRna4u5gE76gQ,4.2,403,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","99 High St, Boston",2
446,La Summa,ChIJ83lNnolw44kRY8caqS0kpko,4.5,496,"('restaurant', 'point_of_interest', 'food', 'establishment')","30 Fleet St, Boston",2
447,Peking House,ChIJW_WHjzp644kRdY5Ls3aujVQ,4.2,296,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","160 Dudley St, Roxbury",1
448,Saloniki Greek,ChIJRa6T3Mxx44kROKz7V62ZO8s,4.7,44,"('restaurant', 'point_of_interest', 'food', 'establishment')","1 Beacon St, Boston",1
449,JWLI,ChIJowL_hYZw44kRZ9e2AAEMeGA,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","75 State St, Boston",Unknown
450,MAST',ChIJFWVQXYNw44kRLfOaXuBwO5U,4.1,847,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","45 Province St, Boston",2
451,Prezza,ChIJcRpJ3cVx44kRw6Kz5WQgucc,4.6,508,"('restaurant', 'food', 'point_of_interest', 'establishment')","24 Fleet St, Boston",3
452,Crave Kabob,ChIJC0uTKQBx44kRhmYs9ksb7aQ,0.0,0,"('restaurant', 'point_of_interest', 'food', 'establishment')","2 Oliver St, Boston",Unknown
453,La Summa,ChIJ83lNnolw44kRY8caqS0kpko,4.5,496,"('restaurant', 'food', 'point_of_interest', 'establishment')","30 Fleet St, Boston",2
454,Gufo,ChIJHx0ii-Jx44kR463pa6SjSao,4.6,137,"('restaurant', 'food', 'point_of_interest', 'establishment')","660 Cambridge St, Cambridge",2
455,Saloniki Greek,ChIJRa6T3Mxx44kROKz7V62ZO8s,4.7,44,"('restaurant', 'food', 'point_of_interest', 'establishment')","1 Beacon St, Boston",1
456,Buk Kyung Korean Cuisine,ChIJy9rw6Mpw44kRChPeHFf1ezI,4.2,85,"('restaurant', 'food', 'point_of_interest', 'establishment')","9a Union Square, Somerville",2
457,anoush'ella,ChIJ-Y7s0RR644kR1Ki2eNEs1hw,4.5,716,"('restaurant', 'food', 'point_of_interest', 'establishment')","35 W Newton St, Boston",2
458,Pier 6,ChIJ1ShpjPVw44kRDdSCW4PdsPM,4.3,1236,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1 8th St, Charlestown",2
459,Pavia Catering,ChIJkUy3H4Rw44kRHX8R1k8yNXs,4.4,79,"('restaurant', 'point_of_interest', 'food', 'establishment')","82 Water St, Boston",2
460,Great Taste Bakery & Restaurant,ChIJdd-tQHh644kRCcyUaH395SM,4.0,650,"('bakery', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment')","63 Beach St, Boston",1
461,ReelHouse,ChIJMfUm1l1w44kRxwjqOp81giY,4.2,1167,"('restaurant', 'point_of_interest', 'food', 'establishment')","6 New St, Boston",3
462,Tradesman Coffee Shop & Pizza Bar,ChIJL2gCFd9x44kRg7npYb9QQTw,4.8,368,"('cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","50 Hood Park Dr, Boston",2
463,Dumpling Xuan,ChIJoyD_RzVx44kRp3CwDP36sog,4.6,317,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","465 Cambridge St, Cambridge",2
464,La Pescheria at Eataly Boston,ChIJ____Lg5644kR5qgM7lA6GMs,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","800 Boylston St, Boston",2
465,Yard House,ChIJqRk3ZPZ544kRy5hmYv2Txzw,4.3,3519,"('meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","126 Brookline Ave, Boston",2
466,Ginger Exchange - Symphony Boston,ChIJ61aUVhd644kRI2ueojaRm6s,4.1,470,"('bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","250 Huntington Ave, Boston",2
467,Hot Pot Buffet,ChIJ77emQXh644kR3SNyh2nzXPs,4.1,1362,"('restaurant', 'food', 'point_of_interest', 'establishment')","70 Beach St, Boston",2
468,Carrie Nation Cocktail Club,ChIJXwQss4Rw44kRHit4Nd0i2Bk,4.3,775,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","11 Beacon St, Boston",3
469,Quattro,ChIJrXdV2Ihw44kRbTBB66LkiNg,4.2,1146,"('restaurant', 'point_of_interest', 'food', 'establishment')","264 Hanover St, Boston",2
470,Thaitation,ChIJk_WSLB5644kRGz1RTn1xwOk,4.2,397,"('restaurant', 'point_of_interest', 'food', 'establishment')","129 Jersey St, Boston",2
471,Panera Bread,ChIJD1pVc_R544kRl6kBuJSBcvE,3.9,709,"('cafe', 'bakery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment')","289 Huntington Ave, Boston",2
472,New American Cafe,ChIJZWUafB9644kRYzvSX8V4FYg,3.8,173,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","465 Huntington Ave, Boston",2
473,Wong's,ChIJe645PYNw44kROT4v1HnAWSA,3.1,56,"('restaurant', 'point_of_interest', 'food', 'establishment')","11 Winter Pl, Boston",2
474,煎饼果子,ChIJb_ZvPINw44kRgdAgSoptE2U,0.0,0,"('restaurant', 'food', 'point_of_interest', 'establishment')","417 Washington St, Boston",Unknown
475,Boston Pizza & Grill,ChIJFRLBtUx644kR9qyWCb0u0vs,3.9,588,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","535 Columbia Rd, Dorchester",2
476,The Bebop,ChIJj4g6Hxt644kRwWaMmpODFy0,4.5,930,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","1116 Boylston St, Boston",2
477,Quattro,ChIJrXdV2Ihw44kRbTBB66LkiNg,4.2,1146,"('restaurant', 'food', 'point_of_interest', 'establishment')","264 Hanover St, Boston",2
478,Blue Ribbon Brasserie,ChIJN3DGSX5744kRcG-zQDEpGBA,4.5,17,"('restaurant', 'point_of_interest', 'food', 'establishment')","528 Commonwealth Ave, Boston",Unknown
479,Five Guys,ChIJbTWx-YJw44kR0FCQuzjIMIc,4.3,2138,"('meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","58 Summer Street, Boston",2
480,Zesto's Pizza and Grille,ChIJw943JHd544kRyPi77-CTSJM,4.2,93,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","460 Centre St, Jamaica Plain",2
481,Mystique Asian Restaurant & Lounge,ChIJl9lqdY9x44kR9qwcLi6ohw8,4.5,694,"('restaurant', 'food', 'point_of_interest', 'establishment')","1 Broadway, Everett",Unknown
482,Pokeworks,ChIJ0WKy9FBx44kRnHjIaRhWpuU,3.5,37,"('restaurant', 'food', 'point_of_interest', 'establishment')","4 S Market St, Boston",2
483,Wong's,ChIJe645PYNw44kROT4v1HnAWSA,3.1,56,"('restaurant', 'food', 'point_of_interest', 'establishment')","11 Winter Pl, Boston",2
484,Ma Maison,ChIJ50pAeJlw44kRWmthBgi0ztw,4.5,943,"('restaurant', 'food', 'point_of_interest', 'establishment')","272 Cambridge St, Boston",2
485,Thai Dish,ChIJBZjGpsJ544kRIlHaIevod8U,4.3,107,"('restaurant', 'point_of_interest', 'food', 'establishment')","Babcock Tower, 270 Babcock St, Boston",1
486,Banners Kitchen & Tap,ChIJE18cIX5x44kRz2OoEwkiZ_E,3.9,504,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","82 Causeway St, Boston",Unknown
487,Gyu-Kaku Japanese BBQ,ChIJ9bceiPF544kRzQuACrgS4pA,4.4,1961,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","1002 Beacon St, Brookline",2
488,Ding Ho,ChIJARrOK3h644kRhmCkDg0Yspw,4.7,154,"('restaurant', 'point_of_interest', 'food', 'establishment')","88 Harrison Ave, Boston",1
489,nathálie,ChIJiTerekN544kRLV6hgdaIgzY,4.3,153,"('bar', 'point_of_interest', 'food', 'establishment')","186 Brookline Ave, Boston",Unknown
490,Deuxave,ChIJbxuswgR644kRlRCoQxZTZws,4.6,650,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","371 Commonwealth Ave, Boston",4
491,Subway,ChIJf390MiJ644kRVbqe5VSHRtU,3.6,63,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","Ryder hall, Leon St, Boston",1
492,Ten Tables,ChIJ6fl75XF544kRxEICYWXZn7g,4.5,319,"('restaurant', 'food', 'point_of_interest', 'establishment')","597 Centre St, Jamaica Plain",3
493,Cafe Porto Bello,ChIJAXCC4JF644kRnjI9N6b8Q48,4.6,221,"('restaurant', 'point_of_interest', 'food', 'establishment')","672 E Broadway, South Boston",2
494,Maggiano's Little Italy,ChIJ52vRLHR644kRjaD_7vUhhFY,4.5,3928,"('bar', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","4 Columbus Ave, Boston",2
495,Great Taste Bakery & Restaurant,ChIJdd-tQHh644kRCcyUaH395SM,4.0,650,"('bakery', 'restaurant', 'store', 'point_of_interest', 'food', 'establishment')","63 Beach St, Boston",1
496,Lucca Restaurant,ChIJAXXx0Yhw44kRgOgYa9xlDyw,4.4,969,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","226 Hanover St, Boston",3
497,Yard House,ChIJN3Gso3V744kR_0bXA6qRMgI,4.0,581,"('meal_takeaway', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","110 Huntington Ave, Boston",2
498,Ginger Exchange - Symphony Boston,ChIJ61aUVhd644kRI2ueojaRm6s,4.1,470,"('meal_takeaway', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","250 Huntington Ave, Boston",2
499,Ding Ho,ChIJARrOK3h644kRhmCkDg0Yspw,4.7,154,"('restaurant', 'food', 'point_of_interest', 'establishment')","88 Harrison Ave, Boston",1
500,P.F. Chang's,ChIJb8BV9XZ644kRk542Fx092xg,4.2,2005,"('meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment')","8 Park Plaza Spc D-6, Boston",2
501,Maggiano's Little Italy,ChIJ52vRLHR644kRjaD_7vUhhFY,4.5,3928,"('bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","4 Columbus Ave, Boston",2
502,West End Johnnie’s,ChIJOYgJ3I9w44kRXukXXdoscpA,4.2,610,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","138 Portland St, Boston",2
503,Lolita Fort Point,ChIJ_5057X9644kRr-deNzNTTt8,4.3,3238,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","253 Summer Street, Boston",3
504,Chicken And Rice Guys,ChIJH2AjeYRw44kR9CWHYB3VQ4I,4.4,1011,"('restaurant', 'food', 'point_of_interest', 'establishment')","280 Washington St, Boston",1
505,LaMei Hot Pot,ChIJEf_bwAd544kRDfJC7NKpgmM,4.7,283,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","230 Harvard St, Brookline",2
