name,rating,price_level,rating_count,tags,address
Giorgiana's,4.3,2,107.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","532 Tremont St, Boston"
Eddie Merlot's,4.3,4,295.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","505 Congress St, Boston"
Eventide Fenway,4.3,3,829.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","1321 Boylston St, Boston"
Caffè Bene,4.3,1,693.0,"('cafe', 'food', 'point_of_interest', 'store', 'establishment')","333 Massachusetts Ave, Boston"
Trattoria Il Panino,4.3,2,2547.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","280 Hanover St, Boston"
Kura Revolving Sushi Bar,4.3,Unknown,82.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","39A District Ave, Dorchester"
Kokoda,4.3,Unknown,102.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","53 Northern Ave, Boston"
Lo Conte's,4.3,2,376.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","114-116 Salem St, Boston"
Summer Shack,4.3,2,1750.0,"('bar', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","50 Dalton St, Boston"
Artisan Bistro,4.3,3,124.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","The Ritz-Carlton, 10 Avery Street, Boston Common, Boston"
Avenue Grille & Pizzeria,4.3,1,306.0,"('meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment')","856 Dorchester Ave, Boston"
The Sevens Ale House,4.3,2,571.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","77 Charles St, Boston"
Cactus Mexican Grill,4.3,1,581.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","44 Maverick Square, Boston"
New Saigon,4.3,1,307.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","985 Bennington St, Boston"
Pad Thai Cafe,4.3,2,307.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","6 Hemenway St, Boston"
Ali Baba Restaurant Boston,4.3,2,1305.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","145 E Berkeley St, Boston"
JIBEI CHUAN 季北川,4.3,2,125.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","50 Beach St, Boston"
Noah's Kitchen,4.3,2,252.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","18 Harvard St, Brookline"
Wing's Kitchen,4.3,1,190.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","13 Hudson St, Boston"
Eataly,4.3,3,3684.0,"('liquor_store', 'grocery_or_supermarket', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","800 Boylston St, Boston"
The Squealing Pig,4.3,2,583.0,"('restaurant', 'bar', 'point_of_interest', 'food', 'establishment')","134 Smith St, Boston"
Los Paisanos Restaurant,4.3,1,180.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","62 Broadway, Somerville"
Sweet Cheeks Q,4.3,2,1679.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1381 Boylston St, Boston"
Avana Sushi,4.3,1,81.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","42 Beach St, Boston"
FuGaKyu Japanese Cuisine,4.3,Unknown,1281.0,"('meal_delivery', 'meal_takeaway', 'bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment')","1280 Beacon St, Brookline"
Lolita Fort Point,4.3,3,3238.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","253 Summer Street, Boston"
Sweet Rice Charlestown Thai Sushi,4.3,2,383.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","187 Main St, Boston"
Borrachito Taqueria & Spirits,4.3,1,146.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","70 Pier 4 Blvd. Suite 270, Boston"
CLINK. and The Liberty Bar,4.3,3,550.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","215 Charles St, Boston"
Empire,4.3,3,1618.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","1 Marina Park Drive, Boston"
Love Art Sushi,4.3,Unknown,73.0,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","40 Water St, Boston"
Nachlo Mexican & Pakistani Cuisine,4.3,1,302.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1443 Tremont St, Roxbury"
Bon Me,4.3,1,462.0,"('cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","313 Congress St, Boston"
Rocco's Cucina & Bar,4.3,2,309.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","450 Commercial Street, Boston"
Cunard Tavern,4.3,2,550.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","24 Orleans St, Boston"
Miami Restaurant,4.3,1,266.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","381 Centre St, Boston"
Shake Shack Newbury Street,4.3,2,2960.0,"('meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","234-236 Newbury St, Boston"
Saloniki Greek,4.3,1,758.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","181 Massachusetts Ave #2, Cambridge"
Yellow Door Taqueria,4.3,3,473.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","354 Harrison Ave, Boston"
Viga,4.3,1,76.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","245-275 Washington St, Boston"
Bennett's Sandwich Shop,4.3,1,350.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","1348 Boylston St, Boston"
Viva Burrito,4.3,1,562.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","274 Franklin St, Boston"
Thornton's Fenway Grille,4.3,2,685.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","100 Peterborough St, Boston"
Strega Italiano Back Bay,4.3,4,615.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","64 Arlington St at, Park Plaza, Boston"
Alfredo's Italian Kitchen/SOUTH BOSTON,4.3,2,395.0,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","243 Dorchester St, Boston"
Shawarma Falafel,4.3,1,552.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","26 Province St, Boston"
Worden Hall,4.3,2,623.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","22 W Broadway, Boston"
HARP + BARD,4.3,2,737.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1099 Dorchester Ave, Dorchester"
NuBurger,4.3,2,30.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","401 Park Dr, Boston"
Capo Restaurant & Supper Club,4.3,2,1244.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","443 W Broadway, South Boston"
Wicked Craft Co.,4.3,2,324.0,"('restaurant', 'bar', 'night_club', 'point_of_interest', 'food', 'establishment')","54 Salem St, Boston"
Joe’s on Newbury,4.3,2,2857.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","181 Newbury St, Boston"
Ruckus,4.3,1,405.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","5 Tyler St, Boston"
Piattini,4.3,2,939.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","226 Newbury St, Boston"
Black Seed Halal Grill,4.3,1,980.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","140 Tremont St, Boston"
Citrus & Salt Boston,4.3,3,1344.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","142 Berkeley St, Boston"
Yely's Restaurant,4.3,1,529.0,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","284 Centre St, Jamaica Plain"
PikaloX,4.3,2,239.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","3160 Washington St, Boston"
sweetgreen,4.3,2,136.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","47 Northern Ave, Boston"
Amrheins Restaurant,4.3,2,947.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","80 W Broadway, Boston"
Saloniki Greek,4.3,2,528.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","24 Dunster St, Cambridge"
Caffé Lavazza at Eataly,4.3,3,68.0,"('cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment')","888 Boylston St, Boston"
Pita Cambridge,4.3,2,283.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","12 Springfield St, Cambridge"
Saigon Hut,4.3,1,270.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","305 Meridian St, Boston"
Massimino's,4.3,2,779.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","207 Endicott St, Boston"
Trade,4.3,3,731.0,"('bar', 'night_club', 'restaurant', 'point_of_interest', 'food', 'establishment')","540 Atlantic Ave, Boston"
Artu,4.3,2,642.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","6 Prince St, Boston"
Kayuga,4.3,2,244.0,"('meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","1030 Commonwealth Ave, Boston"
Hojoko,4.3,3,848.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","1271 Boylston St, Boston"
Fenway Johnnies,4.3,Unknown,218.0,"('restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment')","96 Brookline Ave, Boston"
Brownstone,4.3,2,645.0,"('restaurant', 'bar', 'food', 'point_of_interest', 'establishment')","111 Dartmouth St, Boston"
L Street Diner & Pizzeria,4.3,1,266.0,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","108 L St, South Boston"
China House,4.3,1,99.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","331 Hanover St, Boston"
Saigon Fusion,4.3,Unknown,207.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","201 Massachusetts Ave, Boston"
Wollaston's Market,4.3,Unknown,222.0,"('supermarket', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","369 Huntington Ave, Boston"
Waku Waku Ramen,4.3,2,592.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","2 Tyler St, Boston"
nathálie,4.3,Unknown,153.0,"('bar', 'food', 'point_of_interest', 'establishment')","186 Brookline Ave, Boston"
Burro Bar South End,4.3,2,575.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1357 Washington St, Boston"
Amelia's Taqueria,4.3,1,657.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","309 Huntington Ave, Boston"
Tatte Bakery & Cafe | Northeastern,4.3,2,402.0,"('restaurant', 'cafe', 'bakery', 'store', 'point_of_interest', 'food', 'establishment')","369 Huntington Ave, Boston"
Bricco,4.3,3,1369.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","241 Hanover St, Boston"
Nico Ristorante,4.3,2,622.0,"('night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","417 Hanover St, Boston"
Libertine North End,4.3,Unknown,206.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","125 Salem St, Boston"
Giacomo's Boston North End,4.3,2,2563.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","355 Hanover St, Boston"
Thornton's Boston Breakfast & Lunch Restaurant,4.3,1,1081.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","150 Huntington Ave #02115, Boston"
Tre Monte Restaurant & Bar North End,4.3,2,86.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","76 Salem St, Boston"
Del Frisco's Double Eagle Steakhouse,4.3,4,1702.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","250 Northern Ave Suite 200, Boston"
Citizen Public House & Oyster Bar,4.3,2,794.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","1310 Boylston St, Boston"
Strega Italiano Seaport,4.3,3,971.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","1 Marina Park Drive, Boston"
Crazy Good Kitchen (C.G.K ON NEWBURY),4.3,2,734.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","268 Newbury St, Boston"
Aceituna Grill,4.3,1,341.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","57 Boston Wharf Rd, Boston"
Faccia a Faccia,4.3,Unknown,245.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","278 Newbury St, Boston"
Blu,4.3,3,348.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","4 Avery St, Boston"
Five Guys,4.3,2,2138.0,"('meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","58 Summer Street, Boston"
Beneventos,4.3,2,727.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","111 Salem St, Boston"
Carrie Nation Cocktail Club,4.3,3,775.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","11 Beacon St, Boston"
Kings Dining & Entertainment,4.3,2,1199.0,"('restaurant', 'bowling_alley', 'food', 'point_of_interest', 'establishment')","60 Seaport Blvd, Boston"
FiRE+iCE,4.3,2,3540.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","205 Berkeley St, Boston"
Yard House,4.3,2,3519.0,"('meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","126 Brookline Ave, Boston"
Pier 6,4.3,2,1236.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1 8th St, Charlestown"
Starbucks,4.3,2,131.0,"('cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment')","142-148 Brookline Ave, Boston"
Aceituna Grill,4.3,1,861.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","605 W Kendall St #1110, Cambridge"
Antonio's Cucina Italiano,4.3,2,612.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","288 Cambridge St, Boston"
Thai Dish,4.3,1,107.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","Babcock Tower, 270 Babcock St, Boston"
Mecha Noodle Bar,4.3,2,246.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","44 Thomson Pl, Boston"
75 on Liberty Wharf,4.3,3,1852.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","220 Northern Ave, Boston"
Kantipur Cafe,4.3,2,210.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","119 Hampshire St, Cambridge"
Basta Pasta,4.3,2,428.0,"('store', 'restaurant', 'food', 'point_of_interest', 'establishment')","319 Western Ave, Cambridge"
M&J Teriyaki,4.3,2,125.0,"('restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment')","130 Jersey St, Boston"
Montien Thai Restaurant,4.2,2,851.0,"('meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","63 Stuart St, Boston"
Shun's Kitchen,4.2,2,376.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","520 Columbus Ave, Boston"
The Maharaja,4.2,2,1910.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","57 John F. Kennedy St, Cambridge"
Il Mondo Pizzeria,4.2,1,594.0,"('meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment')","738 Huntington Ave, Boston"
Delicias Restaurant Boston,4.2,Unknown,121.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","149 Stoughton St, Dorchester"
Legal Sea Foods - Copley Place,4.2,3,1523.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","Second Floor @ Copley Place Mall, 100 Huntington Ave, Boston"
El Jefe's Taqueria - Harvard Square,4.2,1,782.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","14 Brattle St, Cambridge"
Kappo Sushi and Ramen,4.2,1,190.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","86 Peterborough St, Boston"
FIYA Chicken,4.2,2,230.0,"('meal_takeaway', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","1024 Commonwealth Ave, Boston"
My Thai Vegan Cafe,4.2,1,1638.0,"('cafe', 'restaurant', 'point_of_interest', 'food', 'establishment')","3 Beach St #2, Boston"
City Tap House Boston,4.2,2,1361.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","10 Boston Wharf Rd, Boston"
ReelHouse,4.2,3,1167.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","6 New St, Boston"
D'Guru,4.2,1,294.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","92 Bedford St 43 Kingston St. Corner, Boston"
TAMO Bistro + Bar,4.2,2,384.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1 Seaport Ln, Boston"
Thaitation,4.2,2,397.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","129 Jersey St, Boston"
Dosa n Curry,4.2,2,1812.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","447 Somerville Ave, Somerville"
House of Siam,4.2,2,219.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","542 Columbus Ave, Boston"
Fete,4.2,Unknown,129.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","25 Kingston St, Boston"
Man-O-Salwa Kabob & Grill,4.2,1,454.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","66 Summer St, Somerville"
Raising Cane's Chicken Fingers,4.2,1,197.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","755 Boylston St, Boston"
Pantry Pizza & Kitchen,4.2,1,434.0,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","931 Dorchester Ave, Dorchester"
Max’s Deli Cafe,4.2,1,207.0,"('cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","151 Milk St, Boston"
Tori Japan,4.2,2,51.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","315 Centre St #8, Jamaica Plain"
Society on High,4.2,2,403.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","99 High St, Boston"
Naco Taco,4.2,2,1631.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","297 Massachusetts Ave, Cambridge"
DIG,4.2,1,162.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","25 Thomson Pl, Boston"
Quattro,4.2,2,1146.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","264 Hanover St, Boston"
Sorelle Bakery & Cafe,4.2,2,246.0,"('cafe', 'meal_takeaway', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","282 Congress St, Boston"
Xiang Yu China Bistro,4.2,2,193.0,"('meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment')","1223 Beacon St, Brookline"
The Merchant Kitchen & Drinks,4.2,2,838.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","60 Franklin St, Boston"
HAJU Kitchen,4.2,1,211.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","175 Massachusetts Ave, Boston"
Chart House,4.2,3,2235.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","60 Long Wharf, Boston"
Moon Flower House ChinaTown,4.2,2,63.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","22 Kneeland St, Boston"
Cafe Landwer Back Bay,4.2,2,470.0,"('restaurant', 'cafe', 'bar', 'store', 'point_of_interest', 'food', 'establishment')","653 Boylston St, Boston"
QDOBA Mexican Eats,4.2,1,325.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","101 Causeway St, Boston"
Lee's Burger,4.2,1,615.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1331 Beacon St, Brookline"
Cobblestones a Beacon Hill Eatery,4.2,2,137.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","30 Charles St, Boston"
Fat Baby,4.2,2,453.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","118 Dorchester St, South Boston"
Niku Ramen,4.2,2,64.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","2 Broad St, Boston"
Symphony Sushi,4.2,2,512.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","45 Gainsborough St, Boston"
Lucia Ristorante,4.2,2,1134.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","415 Hanover St, Boston"
West End Johnnie’s,4.2,2,610.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","138 Portland St, Boston"
P.F. Chang's,4.2,2,2005.0,"('meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment')","8 Park Plaza Spc D-6, Boston"
Bon Me,4.2,1,128.0,"('cafe', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","441 Stuart St, Boston"
Dynasty,4.2,2,65.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","14a Hudson St, Boston"
seaport social,4.2,2,103.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","225 Northern Ave, Boston"
Chiang Mai Thai,4.2,1,44.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","100 Cambridgeside Pl, Cambridge"
Gyroscope,4.2,1,80.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","305 Huntington Ave, Boston"
Nan Xiang Express,4.2,Unknown,156.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","52 Beach St, Boston"
Penang Malaysian Cuisine,4.2,2,1453.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","685 Washington St, Boston"
JPizle Kitchen,4.2,1,653.0,"('cafe', 'meal_takeaway', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","536 Centre St, Jamaica Plain"
Shake Shack Seaport,4.2,2,2585.0,"('meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","77 Seaport Blvd, Boston"
Legal Sea Foods - Kendall Square,4.2,3,1570.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","355 Main St, Cambridge"
Cafe Med,4.2,1,45.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","31 St James Ave, Boston"
The House of Kebab,4.2,2,220.0,"('meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment')","719 Broadway, Somerville"
Sip Wine Bar and Kitchen,4.2,2,438.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","581 Washington St, Boston"
Zesto's Pizza and Grille,4.2,2,93.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","460 Centre St, Jamaica Plain"
Yoki Express - Asian & Japanese Food - Poke Bowls,4.2,2,355.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","53 Boston Wharf Rd, Boston"
Genki Ya - Boston,4.2,2,836.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","232 Tremont St, Boston"
Cafe Amaro,4.2,2,198.0,"('cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","319 Hanover St, Boston"
Pavement Coffeehouse - Berklee,4.2,1,436.0,"('cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","1096 Boylston St, Boston"
Umai,4.2,2,365.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","224 Newbury St, Boston"
Panza,4.2,2,839.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","326 Hanover St, Boston"
Blackmoor Bar and Kitchen,4.2,2,734.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1 Chelsea St, Charlestown"
Buk Kyung Korean Cuisine,4.2,2,85.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","9a Union Square, Somerville"
Crudo,4.2,3,278.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","78 Salem St, Boston"
Tuscan Kitchen Seaport,4.2,3,971.0,"('restaurant', 'bar', 'point_of_interest', 'food', 'establishment')","64 Seaport Blvd, Boston"
Koreana,4.2,2,1431.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","158 Prospect St, Cambridge"
Harborside Grill and Patio,4.2,3,486.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","101 Harborside Dr, Boston"
Lucky's Lounge,4.2,2,1198.0,"('night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","355 Congress St, Boston"
The Daily Catch Waterfront,4.2,2,364.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","65 Atlantic Ave, Boston"
wagamama,4.2,2,1184.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","quincy market building, 1 S Market St, Boston"
Purple Shell Boston,4.2,2,231.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","11 W Broadway, Boston"
Tavern in the Square South Station,4.2,2,247.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","700 Atlantic Ave, Boston"
B.GOOD,4.2,2,274.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","359 Huntington Ave, Boston"
The Hill Tavern,4.2,2,518.0,"('bar', 'point_of_interest', 'establishment')","228 Cambridge St, Boston"
Maliss Thai Restaurant,4.2,2,228.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","213 Washington St, Brookline"
Mediterranean Grill Boston,4.2,2,74.0,"('meal_delivery', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","281 Franklin St, Boston"
Dolce Vita Ristorante,4.2,2,809.0,"('store', 'restaurant', 'food', 'point_of_interest', 'establishment')","221 Hanover St, Boston"
Typhoon Asian Bistro,4.2,2,207.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","725 Boylston St, Boston"
Nando,4.2,Unknown,284.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","393 Hanover St, Boston"
Gopchang Story Boston,4.2,2,283.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","973 Commonwealth Ave, Boston"
Peking House,4.2,1,296.0,"('meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","160 Dudley St, Roxbury"
Florentine Cafe,4.2,2,855.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","333 Hanover St, Boston"
Sumiao Hunan Kitchen,4.2,2,1208.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","270 Third St, Cambridge"
Giggling Rice,4.2,1,229.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1009 Beacon St, Brookline"
Shah's Halal Food,4.2,1,32.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","106 Cambridge St, Boston"
Nagomi Izakaya,4.2,2,176.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","636 Beacon St Ste A, Boston"
L'Osteria,4.2,2,610.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","104 Salem St, Boston"
Viga,4.2,1,168.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","140 Clarendon St, Boston"
El Barrio Mexican Grill,4.2,2,86.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","809 Harrison Ave, Boston"
Amelia's Taqueria,4.2,2,175.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1076 Boylston St, Boston"
Waterline,4.2,2,85.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","296 State St, Boston"
Coquette,4.2,Unknown,437.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","450 Summer Street, Boston"
Tasty Burger,4.2,1,1789.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","145 Dartmouth St, Boston"
Legal Sea Foods - Downtown Crossing,4.2,3,1429.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","558 Washington St, Boston"
Wahlburgers,4.2,2,1440.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","9 District Ave, Boston"
La Cancun Restaurant,4.2,2,424.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","192 Sumner St, Boston"
Serafina Back Bay,4.2,2,303.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","237 Newbury St, Boston"
City Table,4.2,2,236.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","65 Exeter St, Boston"
