name,rating,price_level,rating_count,tags,address
Clover Food Lab,4.5,1,598.0,"('cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","27 School St, Boston"
Bleacher Bar,4.5,2,1668.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","82A Lansdowne St, Boston"
J. Pace & Son,4.5,1,477.0,"('grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","1 Park Ln, Boston"
Mike & Patty's Jamaica Plain,4.5,2,69.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","388 Centre St, Jamaica Plain"
Santa Fe Burrito Grill - East Boston,4.5,1,66.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","303 Sumner St, Boston"
Fox & The Knife,4.5,2,771.0,"('bar', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment')","28 W Broadway, Boston"
Garden Halal Meat,4.5,Unknown,231.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","96 Blackstone St, Boston"
Tenoch Mexican,4.5,1,691.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","3 Lewis St, Boston"
Daddy Jones,4.5,2,386.0,"('restaurant', 'cafe', 'bar', 'store', 'food', 'point_of_interest', 'establishment')","525 Medford St, Somerville"
Tatte Bakery & Cafe,4.5,2,822.0,"('restaurant', 'bakery', 'cafe', 'point_of_interest', 'food', 'store', 'establishment')","1352 Boylston St, Boston"
Orinoco Brookline Village,4.5,2,390.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","22 Harvard St, Brookline"
Ten Tables,4.5,3,319.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","597 Centre St, Jamaica Plain"
Ma Maison,4.5,2,943.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","272 Cambridge St, Boston"
Casarecce Ristorante,4.5,Unknown,536.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","285 Hanover St, Boston"
Tatte Bakery & Cafe | Pier 4,4.5,2,914.0,"('cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","200 Pier 4 Blvd., Boston"
Emmets,4.5,2,1525.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","6 Beacon St, Boston"
Phinista Cafe,4.5,2,658.0,"('cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","96 Peterborough St, Boston"
Pressed Cafe,4.5,Unknown,534.0,"('restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment')","105 Huntington Ave, Boston"
Forcella,4.5,Unknown,189.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","33 N Square, Boston"
Hokkaido Ramen Santouka Back Bay,4.5,2,1500.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","66 Hereford St, Boston"
Gene's Chinese Flatbread Cafe,4.5,1,807.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","86 Bedford St, Boston"
PURO ceviche bar,4.5,2,570.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","264 Newbury St, Boston"
Pauli's,4.5,1,1515.0,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","65 Salem St, Boston"
El Jefe's Taqueria - Symphony,4.5,2,677.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","269 Huntington Ave, Boston"
The Bebop,4.5,2,930.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1116 Boylston St, Boston"
Pink Carrot,4.5,Unknown,93.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","115 Salem St, Boston"
Masala Square Indian Kitchen,4.4,2,283.0,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","23 Union Square, Somerville"
Alma Cantina,4.4,2,227.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","15 Union St, Boston"
Assaggio,4.4,2,456.0,"('bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment')","29 Prince St, Boston"
Dora Taqueria - Dorchester,4.4,1,267.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","112 Stoughton St, Dorchester"
Life Alive Organic Cafe Back Bay,4.4,2,720.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","431 Boylston St, Boston"
Alfredos Italian Kitchen - Cambridge,4.4,1,370.0,"('meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","691 Cambridge St, Cambridge"
Douzo Sushi,4.4,3,1068.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","131 Dartmouth St, Boston"
State Street Provisions,4.4,2,1652.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","255 State St, Boston"
Committee,4.4,3,2073.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","50 Northern Ave, Boston"
Lincoln Tavern & Restaurant,4.4,2,1817.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","425 W Broadway, South Boston"
Shōjō Boston,4.4,2,1153.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","9A Tyler St, Boston"
Central Wharf Co.,4.4,2,1856.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","160 Milk St, Boston"
Scampo,4.4,3,607.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","215 Charles St, Boston"
hunan cuisine,4.4,1,1371.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","45 Beach St, Boston"
The Oceanaire Seafood Room,4.4,4,986.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","40 Court St, Boston"
Martin's Coffee Shop,4.4,1,447.0,"('restaurant', 'cafe', 'food', 'store', 'point_of_interest', 'establishment')","35 Harvard St, Brookline"
sweetgreen,4.4,2,301.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","132 Brookline Ave, Boston"
Alex's Chimis,4.4,1,1322.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","358 Centre St, Jamaica Plain"
Nautilus Pier 4,4.4,Unknown,301.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","300 Pier 4 Blvd., Boston"
Café 26,4.4,1,750.0,"('cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment')","26 Temple Pl, Boston"
Al Dente Ristorante,4.4,2,1140.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","109 Salem St # 1, Boston"
Rizzo's Pizza,4.4,1,245.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","347 Centre St, Jamaica Plain"
Desfina Restaurant,4.4,2,639.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","202 Third St, Cambridge"
Cheers,4.4,2,7399.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","84 Beacon St, Boston"
Beatnic Vegan Restaurant - Back Bay,4.4,2,579.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","399 Boylston St, Boston"
North End Fish & Sushi,4.4,3,185.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","99 Salem St, Boston"
"Happy Lamb Hot Pot, Boston",4.4,2,485.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","693 Washington St, Boston"
Brown Sugar Cafe,4.4,2,687.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","1033 Commonwealth Ave, Boston"
Time Out Market Boston,4.4,2,2110.0,"('restaurant', 'bar', 'food', 'point_of_interest', 'establishment')","401 Park Dr, Boston"
Lucca Restaurant,4.4,3,969.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","226 Hanover St, Boston"
The Daily Catch North End,4.4,2,1445.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","323 Hanover St, Boston"
224 Boston Street Neighborhood Restaurant in Dorchester,4.4,2,491.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","224 Boston St, Dorchester"
Scali Cafe,4.4,1,264.0,"('cafe', 'meal_delivery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","147 Pearl St, Boston"
Sal's Ristorante & Pizzeria,4.4,1,203.0,"('meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment')","205 L St, Boston"
Deli One,4.4,1,149.0,"('restaurant', 'food', 'store', 'point_of_interest', 'establishment')","85 Arch St, Boston"
Legal Sea Foods - Long Wharf,4.4,3,5514.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","255 State St, Boston"
Gyu-Kaku Japanese BBQ,4.4,2,1221.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","16-18 Eliot St 2nd Floor, Cambridge"
Luke's Lobster Back Bay,4.4,2,1693.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","75 Exeter St, Boston"
The Halal Guys,4.4,1,1914.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","137 Stuart St, Boston"
Boston Kebab - Boston,4.4,1,278.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","7 Liberty Sq, Boston"
Davio's Northern Italian Steakhouse,4.4,3,1261.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","75 Arlington St, Boston"
Chicken And Rice Guys,4.4,1,1011.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","280 Washington St, Boston"
DIG,4.4,1,904.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","557 Boylston St, Boston"
Tasty Burger,4.4,1,3310.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","86 Van Ness St, Boston"
Rod Thai Family Taste,4.4,2,423.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","94 Peterborough St, Boston"
Chilacates South End,4.4,2,250.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","275 Shawmut Ave, Boston"
Oishii Boston,4.4,3,614.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1166 Washington St, Boston"
SAVR,4.4,2,123.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","150 Seaport Blvd, Boston"
Futago Udon,4.4,2,439.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","508-512 Park Dr, Boston"
Irashai Sushi,4.4,1,553.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","8 Kneeland St, Boston"
Maria's Taqueria,4.4,1,547.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","226 Tremont St, Boston"
Lone Star Taco Bar,4.4,2,1338.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","635 Cambridge St, Cambridge"
Rowes Wharf Sea Grille,4.4,3,472.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","70 Rowes Wharf, Boston"
El Pelón Taqueria,4.4,1,1388.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","92 Peterborough St, Boston"
Bacco Ristorante & Bar,4.4,Unknown,380.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","107 Salem St, Boston"
75 Chestnut,4.4,2,602.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","75 Chestnut St, Boston"
Ideal Cafe & Pizza,4.4,1,117.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","484 Centre St, Jamaica Plain"
Falafel King - Washington Street,4.4,1,736.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","260 Washington St, Boston"
The Smoke Shop BBQ - Seaport,4.4,2,1526.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","343 Congress St, Boston"
Loco Taqueria & Oyster Bar,4.4,2,1224.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","412 W Broadway, Boston"
Limani Grille Seaport,4.4,2,170.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","100 Northern Ave #1802, Boston"
Blaze Pizza,4.4,1,1546.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1282 Boylston St #122, Boston"
Coppa Enoteca,4.4,2,908.0,"('meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","253 Shawmut Ave, Boston"
Nud Pob Thai Cuisine -- ××Reopen December 1××,4.4,1,338.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","738 Commonwealth Ave, Boston"
CAVA,4.4,1,119.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","800 Boylston St, Boston"
CAVA,4.4,1,651.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","82 Ames St, Cambridge"
Bạn Tôi Restaurant,4.4,Unknown,140.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","1035 Dorchester Ave, Dorchester"
Tora Japanese Restaurant,4.4,2,723.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","20B Tyler St, Boston"
Los Amigos Taqueria,4.4,1,800.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1294 Beacon St, Brookline"
RUKA,4.4,3,1506.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","505 Washington St, Boston"
Pho n’ Rice,4.4,1,320.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","289 Beacon St, Somerville"
Dakzen,4.4,1,888.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","195 Elm St, Somerville"
University Grill & Pizza,4.4,1,89.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","712 Commonwealth Ave, Boston"
Pai Kin Kao,4.4,2,295.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","80 River St #3805, Cambridge"
Legal Sea Foods- Harborside,4.4,3,5049.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","270 Northern Ave, Boston"
Woods Hill Pier 4,4.4,Unknown,504.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","300 Pier 4 Blvd., Boston"
Kenmore Square,4.4,Unknown,687.0,"('tourist_attraction', 'point_of_interest', 'establishment')","School of Education, 623 Commonwealth Ave, Boston"
Felipe's Taqueria,4.4,1,3224.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","21 Brattle St, Cambridge"
Saltie Girl,4.4,3,2571.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","279 Dartmouth St, Boston"
Antico Forno,4.4,2,1786.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","93 Salem St, Boston"
Gigi,4.4,2,139.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","431 Columbus Ave, Boston"
Saloniki Greek,4.4,1,787.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","4 Kilmarnock St, Boston"
Neptune Oyster,4.4,3,3760.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","63 Salem St # 1, Boston"
Shu Da Xia Hotpot 蜀大侠火锅,4.4,1,86.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","580 Commonwealth Ave, Boston"
Zen Restaurant,4.4,2,360.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","21A Beacon St, Boston"
WOW TIKKA,4.4,1,174.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","84 Peterborough St, Boston"
City Bar Back Bay,4.4,3,147.0,"('night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","65 Exeter St, Boston"
Taiyaki NYC - Boston,4.4,Unknown,1112.0,"('bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment')","119 Seaport Blvd Suite B, Boston"
Gyu-Kaku Japanese BBQ,4.4,2,1961.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1002 Beacon St, Brookline"
Boston Kitchen Pizza,4.4,1,700.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1 Stuart St, Boston"
OAK Long Bar + Kitchen,4.4,3,854.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","138 St James Ave, Boston"
Porters Bar and Grill,4.4,2,618.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","173 Portland St, Boston"
Eva,4.4,2,402.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","279a Newbury St, Boston"
Bostonia Public House,4.4,2,3014.0,"('meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","131 State St, Boston"
Thinking Cup,4.4,2,1180.0,"('cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment')","236 Hanover St, Boston"
Moko Japanese Cuisine,4.4,2,160.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","674 E Broadway, Boston"
Boloco - Children's Hospital,4.4,1,247.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","283 Longwood Ave, Boston"
La Famiglia Giorgio's Restaurant,4.4,2,2492.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","112 Salem St, Boston"
Sportello,4.4,3,611.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","348 Congress St, Boston"
Seiyo Sushi,4.4,2,172.0,"('liquor_store', 'store', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","1721 Washington St unit C, Boston"
Lolita Back Bay,4.4,2,2766.0,"('night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","271 Dartmouth St, Boston"
Silk Road Uyghur Cuisine,4.4,1,506.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","645 Cambridge St, Cambridge"
Blossom Bar at Sichuan Garden,4.4,2,728.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","295 Washington St, Brookline"
Beehive Restaurant,4.4,2,2673.0,"('night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","541 Tremont St, Boston"
Pho Basil,4.4,2,1798.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","177 Massachusetts Ave, Boston"
Cafe Landwer Audubon Circle,4.4,2,1170.0,"('restaurant', 'cafe', 'store', 'point_of_interest', 'food', 'establishment')","900 Beacon St, Boston"
bartaco,4.4,2,1484.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","25 Thomson Pl, Boston"
Happy Lamb,4.4,2,1026.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","485 Massachusetts Ave, Cambridge"
Mare Oyster Bar,4.4,3,920.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","223 Hanover St, 3 Mechanic St, Boston"
Boston Doner,4.4,2,517.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","55 Causeway St, Boston"
Raising Cane's Chicken Fingers,4.4,1,2219.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","949 Commonwealth Ave, Boston"
Servia,4.4,2,207.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","126 State St, Boston"
Cubist Circle,4.4,2,33.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","220 Washington St, Brookline"
Pastoral ARTisan Pizza + Kitchen + Bar,4.4,2,1279.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","345 Congress St, Boston"
Barra,4.4,2,128.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","23a Bow St, Somerville"
Buttermilk & Bourbon,4.4,3,2157.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","160 Commonwealth Ave, Boston"
Pavia Catering,4.4,2,79.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","82 Water St, Boston"
Omori Izakaya,4.4,2,382.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","195 Washington St, Brookline"
Ruth's Chris Steak House,4.4,4,1300.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","45 School St, Boston"
Davio's Northern Italian Steakhouse,4.4,3,819.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","26 Fan Pier Boulevard, Boston"
The Chicken & Rice Guys,4.4,1,355.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","85 Bedford St, Boston"
Earls Kitchen + Bar,4.4,2,2521.0,"('restaurant', 'bar', 'point_of_interest', 'food', 'establishment')","800 Boylston Ave, 107, Boston"
Terramia Ristorante,4.4,2,520.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","98 Salem St, Boston"
Le's sushi bar and restaurant,4.4,2,418.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","425-429 Cambridge St, Cambridge"
Cantina Italiana,4.4,2,1222.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","346 Hanover St, Boston"
1928 Beacon Hill,4.4,Unknown,206.0,"('night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","97 Mt Vernon St, Boston"
Sushi Time,4.4,1,77.0,"('meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","417 Washington St, Boston"
Porto,4.4,3,345.0,"('restaurant', 'food', 'bar', 'point_of_interest', 'establishment')","Ring Rd, Boston"
Vela Seaport,4.4,Unknown,26.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","65 Seaport Blvd, Boston"
South End Pita,4.4,1,495.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","473 Albany St, Boston"
Casa Romero,4.4,2,798.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","30 Gloucester St, Boston"
Avana Sushi 2,4.4,Unknown,92.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","58 Franklin St, Boston"
OTTO,4.4,2,1109.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","289 Harvard St, Brookline"
Ula Café,4.4,2,512.0,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","284 Amory St, Jamaica Plain"
Siam Bistro,4.4,1,318.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","151 Pearl St, Boston"
Love Art Sushi,4.4,1,603.0,"('cafe', 'restaurant', 'food', 'point_of_interest', 'establishment')","1 Haviland St, Boston"
El Centro Mexican Restaurant,4.4,2,660.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","472 Shawmut Ave, Boston"
Sufra Mediterranean Food,4.4,2,495.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","52 Queensberry St, Boston"
Smith & Wollensky - Boston,4.4,3,1314.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","Atlantic Wharf, 294 Congress St, Boston"
Capitol Coffee House,4.4,1,292.0,"('cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","122 Bowdoin St, Boston"
9Zaab Thai Street Food,4.4,2,242.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","569 Cambridge St, Cambridge"
Momi Nonmi,4.4,1,185.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","1128 Cambridge St, Cambridge"
La Hacienda East Boston,4.4,2,1984.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","150 Meridian St #150, Boston"
Herrera's Mexican Grill,4.4,1,240.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","11 Temple Pl, Boston"
Harvard Gardens,4.4,2,819.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","316 Cambridge St, Boston"
CAVA,4.4,1,628.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","669 Boylston St, Boston"
Cornwall's,4.4,2,509.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","644 Beacon St, Boston"
Vinoteca di Monica,4.4,2,633.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","141-143 Richmond St, Boston"
Parker's Restaurant,4.4,3,271.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","60 School St, Boston"
The Tip Tap Room,4.4,2,1516.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","138 Cambridge St, Boston"
Boloco - 50 Congress Street,4.4,1,203.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","50 Congress St, Boston"
Aceituna Grill,4.4,2,54.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","100 Federal St, Boston"
Bencotto,4.4,2,836.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","361 Hanover St, Boston"
D'Parma Restaurant,4.3,2,509.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","182 Sumner St, Boston"
Bon Me Test Kitchen,4.3,1,227.0,"('cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","60 Binney St, Cambridge"
The Paramount,4.3,2,1789.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","44 Charles St, Boston"
OTTO,4.3,2,447.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","888 Commonwealth Ave, Boston"
Villa Mexico Cafe,4.3,1,308.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","121 Water St, Boston"
Blaze Pizza,4.3,1,553.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","961 Commonwealth Ave, Boston"
Serafina Seaport,4.3,2,205.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","11 Fan Pier Boulevard, Boston"
Peregrine,4.3,2,170.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","170 Charles St, Boston"
Noodle Street,4.3,2,231.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","627 Commonwealth Ave, Boston"
Taberna de Haro,4.3,3,369.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","999 Beacon St, Brookline"
Silvertone Bar & Grill,4.3,2,867.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","69 Bromfield St, Boston"
Uni,4.3,4,736.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","370A Commonwealth Ave, Boston"
Local 149,4.3,2,469.0,"('bar', 'restaurant', 'point_of_interest', 'food', 'establishment')","149 P St, Boston"
Estella,4.3,2,382.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","49 Temple Pl, Boston"
Pavement Coffeehouse - Symphony,4.3,1,391.0,"('cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment')","44 Gainsborough St, Boston"
Mecha Noodle Bar,4.3,2,253.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","285 Harvard St, Brookline"
Whole Foods Market,4.3,3,1191.0,"('grocery_or_supermarket', 'liquor_store', 'supermarket', 'food', 'point_of_interest', 'store', 'health', 'establishment')","15 Westland Ave, Boston"
Bon Me,4.3,1,109.0,"('cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment')","431 Brookline Ave, Boston"
jm Curley,4.3,2,1167.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","21 Temple Pl, Boston"
Zuma Boston,4.3,2,507.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","2nd Floor Four Seasons Hotel, Boston"
Great Barbecue,4.3,2,36.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","15 Hudson St, Boston"
Banyan Bar + Refuge,4.3,2,628.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","553 Tremont St, Boston"
Clay Pot Cafe(旺角煲仔饭）,4.3,1,470.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","74 Kneeland St, Boston"
Ristorante Saraceno - Boston,4.3,2,694.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","286 Hanover St, Boston"
Saloniki Greek,4.3,1,82.0,"('restaurant', 'point_of_interest', 'food', 'establishment')","316 Newbury St, Boston"
Mama's Place,4.3,1,248.0,"('meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment')","764 Huntington Ave #6321, Boston"
Wahlburgers,4.3,2,4141.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","132 Brookline Ave, Boston"
Pavement Coffeehouse - Fenway,4.3,1,466.0,"('cafe', 'bakery', 'restaurant', 'store', 'point_of_interest', 'food', 'establishment')","1334 Boylston St, Boston"
ZaZiBar,4.3,Unknown,37.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","Atrium, 60 Seaport Blvd, Boston"
Five Horses Tavern - South End,4.3,2,1023.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","535 Columbus Ave, Boston"
Fuji at Kendall,4.3,2,732.0,"('bar', 'restaurant', 'food', 'point_of_interest', 'establishment')","300 Third St, Cambridge"
Oasis Caribbean Restaurant,4.3,1,69.0,"('restaurant', 'food', 'point_of_interest', 'establishment')","33 Hancock St, Dorchester"
